,username,description,location,likes,retweets,following,followers,totaltweets,text,hashtags,date
251,PatrickCarlto14,"Actor, writer, Director, Producer
Blog: http://enzambre.com
Here to Fight this Nazi Regime!!!! They won't let me follow people.
Blue Wave ….Dump Trump!!!!",,0,0,5001,3969,47163,https://t.co/8Hnl3vcW7D,[],2020-05-05 23:59:58
252,PatriciaGoddar1,Southern Liberal,"Georgia, USA",0,0,806,221,203399,Calls are growing for Donald Trump and Mike Pence to resign over ending the White House Coronavirus Task Force and… https://t.co/IA0v2NkZ44,[],2020-05-05 23:59:58
253,democrat2theend,"Employment lawyer licensed in NY & CA. RT/like != endorsement. Tweets my own, not legal advice. #ObamaDemocrat for life. She/her. #Resist #VoteBlueNoMatterWho",New York,0,0,7086,6607,29415,"""Only one of these two people is a world-renowned infectious disease expert. And it's not Donald Trump.""

Anthony F… https://t.co/J5gvjW1YjZ",[],2020-05-05 23:59:58
254,VJJofReason,"Pissed off Army vet. Tried being polite, but it didn't f*cking work. Working to be rid of the #TRE45ON in the White House 
#TheResistance   #BlackLivesMatter","Minneapolis, MN",0,0,10292,9527,77319,"Is that you behind the bandana @teamcornyn??  What happened to your chilling with a corona beer?

#GOPlague @GOP https://t.co/9ezP2wQZZK",['GOPlague'],2020-05-05 23:59:58
255,Jurist_diction,#PR Rockstar | ΔΣΘ | I am Hip Hop | Possibilitarian | Best of both worlds - #Blewish ✡️🖤 | My opinions,,0,0,1170,1581,40515,"It is no surprise Kushner's coronavirus response effort is disorganized, ineffective, and lacking experienced perso… https://t.co/d1nWCGJQK5",[],2020-05-05 23:59:58
256,Arteagae2010,ETERNO LUCHADOR SOCIAL. !!CHAVISTA¡¡ANTIIMPERIALISTA!!PENSIONADO DE LA PATRIA...DISCAPACITADO¡¡NIVELACION DE PENSION mas BONO BOLIVARIANO DE GUERRA¡¡VENCEREMOS.,Yaracuy - Venezuela,0,0,4990,2188,84037,"ÚLTIMA HORA

Venezuela registra seis nuevos casos de coronavirus y asciende a 367 el total de contagios… https://t.co/GmffQky3J9",[],2020-05-05 23:59:58
257,bjjsero,"AMO A MIS PRINCESAS AMY & ANNIE . 
ALESSANDRO & KARLA ❤
 BJJ .
NOGI.
PERSONAL TRAINER",ECUADOR,0,0,4207,860,6191,"Del cacao del verde del petróleo se ha quedado sin recursos sin divisas no lo entiendo ....
El covid 19 solo ha hec… https://t.co/Nqq1CoQk1p",[],2020-05-05 23:59:58
258,RPnews2020,Les Nouvelles du Dôme avec un peu de 🌶🔥,"Montréal, Québec",1,0,177,4691,35390,https://t.co/D9EAF0rI57 https://t.co/muDqeVICKD,[],2020-05-05 23:59:58
259,SRMex,"fighting for human rights, planet earth, money out of politics  #SwingLeft #CloseTheCamps @ACLU @NARAL @NRDC #TrumpCrimesCommission","Forest Hill, San Francisco",0,0,8876,8935,62613,"Over 70,000 Americans have died. Tens of thousands more will die. So now is perfect time to disband the Coronavirus… https://t.co/Z5XLWQpWmP",[],2020-05-05 23:59:58
260,JaneJholmes,"I am far from perfect, but I care about People, injustice exploitation, & the Earth. I am atheist but believe I Karma.
I like facts, history, politic laughing",Earth,0,0,1107,780,12304,"Coronavirus: Calls to shut down 'dirty fur trade'. Mink have contracted coronavirus, adding to the list of animals… https://t.co/Dj2y3vl94O",[],2020-05-05 23:59:58
261,fear_eile,"'In colonial conquest, language did to the mind what the sword did to the bodies of the colonised.' Ngũgĩ wa Thiong'o
No lists please. Retweets not approval.",,0,0,1189,864,174651,"Ayse, 3, wipes tears from her grandmother's face at home in Enfield, Britain. Ayse's mom Sonya Kaygan, 26, was one… https://t.co/r76ot9RlKJ",[],2020-05-05 23:59:58
262,PayneJody1967,Middle aged white male progressive who is pro-choice in all things.,"Bloomington, IN ",0,0,3065,2057,9912,"""The conditions created by the pandemic drive home the fact that we essential workers — workers in general — are th… https://t.co/2BrCvLjEjp",[],2020-05-05 23:59:58
263,CharlesShapiro,"Head Cross Country and Distance Coach at Holy Family High School in Broomfield, CO","Arvada, Colorado",0,0,1653,375,10924,He also said Covid-19 was the same as getting a cold.  Someone is really reporting this? https://t.co/uXej0AuO7Z,[],2020-05-05 23:59:58
264,_jiggab,"choose peace .
tweets still sent from android.","Georgia, USA",0,0,900,740,94986,"A mutant coronavirus has emerged, even more contagious than the original, study says https://t.co/v5JVw3qe74",[],2020-05-05 23:59:58
265,SCardenasS,"Ing. Industrial, Marketing, Social Media, Viajar, Conciertos, Rock 🤘🏻y Santa Fe 🇲🇨 :: 🇨🇴 🇦🇷 🇧🇷 🇧🇴 🇵🇪 🇨🇱 🇪🇨 🇺🇾 🇻🇪 🇲🇽 🇵🇦 🇺🇸 🇯🇵","Bogotá, D.C., Colombia",0,0,2156,9930,187346,El otrora '10' de Independiente Santa Fe invitó a la gente para que se una a esta movida solidaria y aporte su gran… https://t.co/0wSfv8wUby,[],2020-05-05 23:59:58
266,mike9gomez,"Glendale, CA born/raised. 🌊CSULB grad. Husband, father of two. #specialneedsparent CUI MCAA '19. Baseball lover. #GOBEACH","Long Beach, CA",0,0,380,77,12838,"Trump officials ignored coronavirus warnings, ousted scientist says in complaint https://t.co/Gu7VCq4nx0",[],2020-05-05 23:59:58
267,UnidosUSAF,UnidosUS Action Fund - working to empower the Latino community nationwide.,"Washington, DC",0,0,1488,1856,10013,"Life as a Latino immigrant is stressful.

A new guide by #InformedImmigrant, @immigrantsrise, and @FWDus is helping… https://t.co/7pjENnRtOX",['InformedImmigrant'],2020-05-05 23:59:58
268,LindaWa53201017,,,0,0,460,37,32270,Well of course she is https://t.co/3fqaZgnLew,[],2020-05-05 23:59:58
269,ecuclick,"Si amarte es un pecado,, con gusto llevare mis versos al infierno",República de Ambato ,0,0,711,90,13613,Trump recula en su promesa de que habrá una vacuna para fin de año https://t.co/gC8Qio1GUf https://t.co/nOse2ul9L7,[],2020-05-05 23:59:58
270,avsec_pro,Views are my own & likes + RTs ≠endorsement,,0,0,3737,1580,98518,COVID-19 transport 73 Iraq nationals to Basra International Airport https://t.co/ergctf3aBo,[],2020-05-05 23:59:58
271,DerlisMT,"Gerente de Activa-Empresa de Parques y Eventos de Antioquia.
Administrador Comercial y de Mercadeo/ Especialista en Alta Gerencia.",Medellin - Co,0,0,495,405,2914,16.100 pruebas negativas en Antioquia y 451 casos confirmados. Así vamos con el Coronavirus. ⁦@SaludAntioquia⁩ https://t.co/7KGVSMOqZS,[],2020-05-05 23:59:58
272,RAYMONDMLEVINE1,"I’m an accountant and proud UCLA alumnus. Proud Democrat, willing to fight to save us from trump. I’m with Joe. T1D since 1968",Beautiful Southern California,0,0,445,215,7775,"@funder trump still doesn’t want a robust testing system. If no one is tested, no one gets the virus, and no one di… https://t.co/LqyRSisK0s",[],2020-05-05 23:59:58
273,missp_school,"Mum to gorgeous boy, Assistant Head Teacher, SENCO, DeputyDSL, Mental Health Lead #Talk2MeMH","Liverpool, England",0,0,2441,1957,4469,"Today, the UK officially recorded the highest number of deaths from Covid-19 in Europe.

Yet these are the front pa… https://t.co/OyuNEqt98R",[],2020-05-05 23:59:58
274,SussteDa,"„An allem Unrecht, das geschieht, ist nicht nur der Schuld, der es begeht, sondern auch der, der es nicht verhindert.“  Erich Kästner",Mittendrin,1,0,294,66,4942,@Matthias_Quent Zum Thema Verharmlosung. Die regionale Tageszeitung formulierte gestern eine Polizeimeldung so aus:… https://t.co/3Zoc11Ip7N,[],2020-05-05 23:59:58
275,mati02212496,"lo bueno se siente cuando se pierde ,,,que bien estábamos cuando estábamos mal",Argentina,0,0,653,557,43034,"Ayer avisaron del cierre de cadenas de hamburguesas, hoy la cámara de comercio anuncia el cierre de 300 restaurant… https://t.co/gA1RlWp8hI",[],2020-05-05 23:59:58
276,EMDidactic,"Dad, Lifelong learner, Aspiring Educator, EM Trainee, #Minimalist, Tweets on #Medicine #RealisticMedicine #ForTheAnimals #Cosmos. Medical Tweets ≠ advice",Edinburgh/New Delhi,0,0,1076,1067,9429,Most alarming is not just the rise in COVID19 deaths but also the partisan divide over their reality. 40% of Rs bel… https://t.co/IVuatDwP4S,[],2020-05-05 23:59:58
277,rubenpages_,Community Support Adviser @UNAIDS. @UNDPJPOCentre alum. Third culture 🌎 He/him. Views and tweets are my own. RTs ≠ endorsement. #zerodiscrimination #EndAIDS,World | Jamaica for now,0,0,1075,1142,2128,"While the west fixates on #COVID__19, vulnerable countries pay the price. Time to think and do things differently! https://t.co/u0GsVj8W8x",['COVID__19'],2020-05-05 23:59:58
278,Flower_Power_67,,,0,0,96,1067,44521,"30% of the refrigerated trucks contracted to store New York City’s coronavirus dead overflow is full.
— Sue Herera, Halftime Report",[],2020-05-05 23:59:58
279,Mojijnr,NEVER FOLD! 🇳🇬,,0,0,2128,2165,99074,You have to be very moronic to compare how Lagos State has handled coronavirus with how Kano State has handled it.… https://t.co/BLBbIOUQvO,[],2020-05-05 23:59:57
280,netdog713,welcome to the jungle!,Indiana,0,0,3398,2093,363893,"Trump has basically quit his job nine months before January 20, 2021.  He should resign, but the problem is that… https://t.co/SWVqDc17bk",[],2020-05-05 23:59:57
281,WiredMatesInc,"Relationships that bring trusted referrals.™

Get the app today!","Los Angeles, CA",1,1,95,851,807,Join us in #GivingTuesdayNow to help those impacted by COVID-19. We truly cannot thank the healthcare workers enoug… https://t.co/kGvzzpFyHm,['GivingTuesdayNow'],2020-05-05 23:59:57
282,parentingandpol,Parenting & Politics is a podcast for parents who want to make a difference- we look at parenting through a political lens. hosted by @dianalimongi,"New York, NY",0,0,561,576,4010,"ICYMI, @EdTrustWest &amp; @Raising_NY w/@EdTrustNY recently posted important and sobering polls on the impact COVID-19… https://t.co/Q5R5pVFXTb",[],2020-05-05 23:59:57
283,agathaldelima,"Não acho que quem ganhar ou quem perder, nem quem ganhar nem perder, vai ganhar ou perder. Vai todo mundo perder. ROUSSEFF,  DILMA.",qm2,0,0,353,354,5591,Anticorpo que neutraliza o novo coronavírus é identificado por cientistas em testes de laboratório… https://t.co/K1uQgkjMaq,['G1'],2020-05-05 23:59:57
284,exxzackly,world's last remaining oingo boingo fan | acab/blm | he/them | bi 🏳️‍🌈,Connecticut,0,0,1770,607,118341,"Proclaiming victory against the coronavirus is a bit premature, don't you think? https://t.co/IWQsXxuIb8",[],2020-05-05 23:59:57
285,trydagata,,,0,0,83,17,33983,"CNN’s Soviet-style propaganda tactics
https://t.co/kCslBxx0BE",[],2020-05-05 23:59:57
286,trueBillMasse,Keeping it Real. 80 💩 talker. Muhammad Ali of sarcasm. Most interesting man in baseball. High level of intelligence needed to follow. 🙏 for common sense.,,1,0,260,881,871,"Brian Butterfield, one of the top 5 characters in the game, used to say to me on a scorching hot Spring Training Da… https://t.co/0tywe8AOAx",[],2020-05-05 23:59:57
287,Aaronaranab,🇵🇪 | Plant powered | Int'l business | Nature 💚 | -74kg powerlifter | 📚: Heroic fantasy,"-12.086328,-76.997345",0,0,81,171,21139,🔴 ¡ATENCIÓN! 👇 https://t.co/7B4g1bK6ud,[],2020-05-05 23:59:57
288,iam_that_kinG,optimistic persona💡||Fc Barcelona⚫||melophile ||,,0,0,544,564,6164,My siblings and I buried our mother today. She died due to complications from Covid-19. She was a nurse who gave he… https://t.co/PMxLHMyQMx,[],2020-05-05 23:59:57
289,Luanalulluk,"jornalista, uma pessoa de dentro pra fora. Estou aqui é pra viver, cair, aprender, levantar e seguir em frente. Sou isso hoje... Amanhã, já me reinventei...",Brasil,0,0,213,81,10638,https://t.co/B2bNdImBt2 #assistirlive #liveshoje #livehoje #showsaovivoonline #quaislivesdehoje… https://t.co/pSfCfJ1QRc,"['assistirlive', 'liveshoje', 'livehoje', 'showsaovivoonline', 'quaislivesdehoje']",2020-05-05 23:59:57
290,Yicel26562372,médico cubana revolucionaria MGI diplomante en urgencias laborando en la hermana República de venezuela  y cumpliendo con el legado de nuestro comandante,"Rubio,Táchira, Venezuela",0,0,76,42,733,Ejercito Batas Blancas CDI Hidrosuroeste realizando pesquisa activa casa a casa ganando la batalla contra la pandem… https://t.co/JZ5BwLZQRm,[],2020-05-05 23:59:57
291,JonDorling18,"Professor of Pediatrics, Head of Division of Neonatal-Perinatal Medicine. Views all my own","Halifax, Nova Scotia",0,0,206,481,1978,"Today, the UK officially recorded the highest number of deaths from Covid-19 in Europe.

Yet these are the front pa… https://t.co/OyuNEqt98R",[],2020-05-05 23:59:57
292,NanaMaryto8,"Traditional Catholic, grateful for wonderful family, water, food, air, sunshine, good sanitation, homeopathy, USA & our military! Thanks to all followers!",,0,0,4648,2732,222547,Top Doctor Who Made ‘Breakthrough’ in COVID-19 Research Gunned Down in Murder-Suicide in Pennsylvania https://t.co/ycTyUexAsW,[],2020-05-05 23:59:57
293,_Mary_Kathryn,"✏ Happily Married Mom of 4 ✂ I Sew, I Stitch, I Knit. Birder and Gardener.  #ThisMomWillVote","Boulder, Colorado",0,0,214,275,55717,BREAKING: Trump didn’t wear a mask and was shaking hands after he landed in Phoenix for his coronavirus propaganda… https://t.co/l5RXYQzM4A,[],2020-05-05 23:59:57
294,PatriciaQuetim,"“Love has nothing to do with what you hope to achieve, only what you hope to give;  that is, everything "" Audrey",Somewhere,0,0,1228,1461,9816,"Airbnb cuts 1,900 jobs as coronavirus hits home rentals https://t.co/Sn1HmlpkeK https://t.co/r8IIetyXiQ",[],2020-05-05 23:59:57
295,newyorker9000,"lover of travel, family time, music, economics, sunny days, New York. #Resister #AgainstRacismSexismFascismAndOthersIsms",New York,1,0,8882,8943,5539,Solidarity. Gratitude. ❤️ https://t.co/UrxI9qEGum,[],2020-05-05 23:59:57
296,MeeKsWorld_10,Roses grow wherever you plant them. Isaiah 40: 28-31 2/4/16(Strong)🕊 8/16/16(Mary) 🕊,109,0,0,557,608,32332,Covid-19 recoveries in Jamaica now stand at 56.,[],2020-05-05 23:59:57
297,SoyOchoaM,,,0,0,339,21,93,Why do female leaders seem to be more successful at managing the coronavirus crisis? https://t.co/vFmcmMKKAd,[],2020-05-05 23:59:57
298,Paultreston66,"State College PA.
Sports fanatic.",,0,0,28,41,6487,Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to devel… https://t.co/dXVMB0lq57,[],2020-05-05 23:59:57
299,clairemcneill,enterprise reporter & co-director of internships @TB_Times / part-time bookseller @TomboloBooks 🌿🏳️‍🌈 she/her / on twitter hiatus... kinda,cmcneill@tampabay.com,0,0,503,3508,1193,"NEW from @rwoolington @allisonsross &amp; me:

Florida, 1 day after re-opening, suddenly added lots of old deaths to it… https://t.co/6EoJHJL0gW",[],2020-05-05 23:59:57
300,RAUZARZURI,"Cuentista social y tallerista de cuentos sociales. Dicen que soy experto en culturas juveniles y jóvenes. Adicto al cine, música, literatura, la buena mesa y……",Santiago de Chile,0,0,1564,3341,93556,Fallece en Santiago el primer menor de edad con Covid-19 https://t.co/c1Dv8oS0NI vía @latercera,[],2020-05-07 23:59:59
301,covid19_alerts,,"Westmont, IL",0,0,110,348,51645,"""Bozonaro veio junto com o corona vírus pra tentar destruir o mundo""

(Conversa de esquina, 2020.)",[],2020-05-07 23:59:59
302,clandersen,"Progressive Dem, fully vaccinated. Animals, Politics, Stocks, Trying to suss out the truth and looking for real news.  #SaveThePlanet #FightFascistGOP",On the beach playing vb,0,0,410,1695,237506,Azar faulted workers' 'home and social' conditions for meatpacking outbreaks || Via Politico https://t.co/ndaQPv6Gk7,[],2020-05-07 23:59:59
303,RudyEstuardo,"Editor en ESPN, el líder mundial en deportes ⚽️🏀🏈 @espn_gt | 📷 https://www.instagram.com/rudyestuardo_",Guatemala City,0,0,319,5454,44872,"😷 El Ministerio de Salud envío el “Protocolo Covid-19 para la Liga Nacional"" ⚽

👀 Aquí las medidas que deberán cump… https://t.co/HSd7WP91Jt",[],2020-05-07 23:59:59
304,dave1agar,"Retired news director, anchor, commentator etc. I do not block people with whom I disagree. I do block people who insult me or who are just assholes.","Toronto, Canada",0,1,2380,4330,115383,Worker at Brampton Maple Lodge Farms poultry plant dies after contracting COVID-19 https://t.co/3rUb2GSn74,[],2020-05-07 23:59:59
305,WildPalmsLtd,But you won't fool the children of the revolution! #TheResistance #BLM #WTP2020 #UnfuckAmerica2020 #RidinWithBiden,Unimatrix Zero,0,0,15307,17107,72795,"this is called ""stepping up""

#BlackLivesMatter 

https://t.co/P93AWW35Xi",['BlackLivesMatter'],2020-05-07 23:59:59
306,leoruiz_ruiz,"Valeria sos el amor de mi vida.,Lo mismo que mis cuatro soles(Facu,Luciano, Solci y el pequeño Lionel)","Lomas de Zamora, Argentina",0,0,2379,371,27299,Coronavirus en la Argentina: realizan un cacerolazo a partir de las 20 https://t.co/HiqLj0m6h8 https://t.co/qloaM1kCKH,[],2020-05-07 23:59:59
307,rayelizalder,"REPORTERO no DIOS,NO puedo estar en TODO LUGAR,pero SI informar ANTES que OTROS😉*Sin-Llorar* COMENTARIOS A TÍTULO PERSONAL🐯🇺🇦 FACE/RAY ELIZALDE NOTICIAS 🎥","Mty, NL.",28,8,276,15461,86405,"Todos tenemos a un amigo pendejo que no cree en el coronavirus y si tu no tienes a ese amigo, pues tú eres el PENDEJO 🙊",[],2020-05-07 23:59:59
308,FSullivan68,Teaching & learning all things maths. Proud Atheist. Gravity doesn’t care if you believe in it. The earth is round. tRUMP is an ass. Retweets != endorsement.,"Tempe, AZ",0,0,386,145,6914,BREAKING @FlyFrontier passengers with a temperature above 100.4 degrees will be denied boarding. https://t.co/ojFdfSRP4n,[],2020-05-07 23:59:59
309,justplainlucky,,,0,0,1738,143,73272,President Trump's personal valet who tested positive for COVID-19 works in the West Wing and serves the president h… https://t.co/abFVswCjzJ,[],2020-05-07 23:59:59
310,eduardopiate2,"Apureño. Marxista, Bolivariano y Chavista. Militante del PSUV. Profesor de Historia y Cs Sociales",Venezuela,0,0,210,9864,10648,"#Hoy estuvimos junto al Ministro @eduardopiate2  visitando la E.T. Pastas Capri, en el mpio. Carrizales del edo. Mi… https://t.co/Zohkxj5EnS",['Hoy'],2020-05-07 23:59:59
311,AgelessObserver,"Independent thinker & writer with eclectic interests and passions. PHN. MSN. And other things. Be tolerance, be a positive force in our hurting world. 🌊🌊🌊🌈",,0,0,1621,1191,18036,"Multicentre Italian study of SARS-CoV-2 infection in children and adolescents, preliminary data as at 10 April 2020… https://t.co/8g8uq3CXM6",[],2020-05-07 23:59:59
312,SRW09855185,,,0,0,984,98,18150,Coronavirus : Vincent Lindon se demande comment la France a pu en arriver là et propose une taxe Jean Valjean au pr… https://t.co/Ra86VE1hHs,[],2020-05-07 23:59:59
313,elmalambo,,,0,0,1770,2432,586385,"Geriátrico barrio norte Con 35 infectados de Covid 19 
Realizó desde el 20/4 test o análisis o isopado al personal… https://t.co/jBLCybuYTm",[],2020-05-07 23:59:59
314,Luisittocarp,😊,Santos lugares,0,0,808,607,66653,"COVID-19
🇦🇷 273 muertos en 45 días
🇧🇷 614 muertos en 24 horas
A los que baten cacerolas porque tienen tantas ganas… https://t.co/2wn91aPMCI",[],2020-05-07 23:59:59
315,Participant4u,Like to know everything about something and something about everything....,"Hazaribag, India",0,0,46,69,7948,Sperm containing virus raises small risk of COVID-19 spread via sex: study https://t.co/ogzyWFnOW3 https://t.co/8ZgX0Ov6eq,[],2020-05-07 23:59:59
316,PeepsRide,"Our digital platform enables organisations with providing an on-demand transport service for those with a disability, the elderly and dependents.",Australia,0,0,298,76,950,Colonel Tom Moore's millions is already bringing joy to patients: Covid-19 sufferers unable to receive hospital vis… https://t.co/U3n9hogK4t,[],2020-05-07 23:59:59
317,KushFilms,Undoubted leading independent Marketing/PR & Exhibition/Distribution Specialist of black/urban films in the UK - Celebrating 22 years of film excellence!,"London, UK",0,0,2677,2464,17191,Taraji P. Henson Teams With Tupac Amaru Shakur Foundation To Address Mental Health Needs Amid COVID-19 Pandemic… https://t.co/2yCTMiVieQ,[],2020-05-07 23:59:59
318,adorisrgc,No puedo describirme en una biografía ya que el ser humano frecuenta a cambiar. 231012.,Made in Panama,0,0,306,822,38269,Probablemente uno de los asuntos más ruidosos de la pandemia en Panamá ha sido la construcción del hospital modular… https://t.co/reKKROlXGT,[],2020-05-07 23:59:59
319,SameerS21698514,,,0,0,314,191,358,"कोई कह रहा है सरकार के #गृह में कोई #मंत्री बीमार है, दिख नहीं रहा, सुना है बहुत कमज़ोर हो गया है,

पता नहीं किसकी… https://t.co/L4WUpd4lEx","['गृह', 'मंत्री']",2020-05-07 23:59:59
320,fercasa14,"Anclo en TI la Verdad Cristica de toda la Humanidad.
#Antiuribista","Panamá City,Panamá  R de P",0,0,21631,25518,616847,"How Russia Became the Next COVID-19 Hot Spot: Infection Rate Soars with 10,000 New Cases Each Day https://t.co/SiHuN27cap vía @democracynow",[],2020-05-07 23:59:59
321,BolonFilow,Money Can't buy  My Happiness..😇 But im Bless God with me..and in my futures,,0,0,699,174,46067,"The Overseas Workers Welfare Administration said more than 9,000 returning OFWs are still under quarantine and can’… https://t.co/L2SD19REN9",[],2020-05-07 23:59:59
322,AurelioJimnez12,"¡Hasta la vista, compatriotas!🇨🇺",Cuba,0,0,1687,1453,15352,"#Cuba reporta 26 casos positivos a la COVID-19, 4 fallecidos y 30 altas médicas (+ Video) https://t.co/xrXAKHXkBq",['Cuba'],2020-05-07 23:59:59
323,sweetshan26,Hello!!! I am a mother of 4 children who all like to drive me crazy!!! LOL. I have the most amazing husband!! I love doing reviews!!! i love being silly 😜!!!,"Chicago, IL",0,0,2752,690,2491,First lady Melania Trump: “On this National Day of Prayer let us take a moment to extend our deepest sympathy to th… https://t.co/4bPW7bv308,[],2020-05-07 23:59:59
324,SER_O_EXISTIR,El precio de desentendernos de la política es ser gobernado por los peores hombres. Platón.,Colombia,0,0,1066,537,68696,"Ya son 418 casos de #COVIDー19 en el Amazonas, con un sistema de salud débil, con déficit de infraestructura hospita… https://t.co/WCv2s6QXER",['COVIDー19'],2020-05-07 23:59:59
325,KentBottles,"Information Flaneur, physician. ""In order for the wheel to turn, for life to be lived, impurities are needed""",Philadelphia area,0,0,2489,11465,225368,"The #coronavirus pandemic in Philadelphia is getting “better in several ways,” officials say. But, ""here’s the thin… https://t.co/UFRgavE5RI",['coronavirus'],2020-05-07 23:59:59
326,_erikforman,Union organizer turned social(ist) entrepreneur. Building worker-owned companies that change the world. PhD-ing @CUNY; policy @hailingchen2021 加油·！,"Bronx, NY",0,0,1614,1665,3323,What Is Wrong With Our Country -- First a security guard is shot &amp; killed after telling a woman she can't enter a s… https://t.co/84cqXAs3mp,[],2020-05-07 23:59:59
327,Hawkins2Mac,Socialist She/her won't apologise for fighting for Women's rights All tweets are my own personal opinions retweets are not an endorsement,"Wales, United Kingdom",0,0,4926,4757,128363,"We have just passed the 200 mark.

202 NHS &amp; Healthcare workers have now lost their lives to Coronavirus in the UK.… https://t.co/yMb07Kqr2A",[],2020-05-07 23:59:59
328,vkmohammed,,keralam,0,0,130,13,196,"@SathyaProudInd @rinsilpa @Shehla_Rashid Fortunately, we have leaders and people in Kerala who acts proactively aga… https://t.co/UY1pakt9Kt",[],2020-05-07 23:59:59
329,JoshMankiewicz,These hips don’t lie.,,0,0,2382,52273,241238,A roundup of our free content about the pandemic  https://t.co/Z6zxfSZ8pr,[],2020-05-07 23:59:58
330,Dabush83052471,"I am not anti social , I just hate stupid people !",,0,0,250,66,3326,"BREAKING: Coronavirus Outbreak

US yesterday 25,459, today more now 28,712

Brazil yesterday spiked to 11,896, toda… https://t.co/OG8hgthmXr",[],2020-05-07 23:59:58
331,CiudActivos,"Somos un grupo de vecinos de la CDMX que nos  organizamos bajo la figura de una asociación civil, para promover  ciudadanía y mejorar nuestra calidad de vida.","Tlalpan, Distrito Federal",3,5,322,2677,5269,"Cae otro alcalde por #COVID19 en CDMX. Esta vez es Manuel Negrete edil de Coyoacán, hace poco mencionó que en 3 mer… https://t.co/fcffRS1wgw",['COVID19'],2020-05-07 23:59:58
332,greenrain13,"American born, German at heart",the Twilight Zone,0,0,1207,750,38479,https://t.co/XLGjpBx1ow,[],2020-05-07 23:59:58
333,MiriamG72043587,Universidad Santiago de Guayaquil,,0,0,73,1,717,"AHORA |  entregamos al personal sanitario del Hospital Básico 17-BS ""Pastaza"" #Shell 200 Kits para toma de muestras… https://t.co/PpZV5mxzj7",['Shell'],2020-05-07 23:59:58
334,freitasdinda,#EsquerdistasSeguemEsquerdistas,"São Paulo, Brasil",0,0,4291,4077,201353,Bolsonaro utiliza a pandemia do coronavírus como justificativa para seus ataques aos trabalhadores. Mesmo na situaç… https://t.co/2nu5m5v2SN,[],2020-05-07 23:59:58
335,navalmanzano6,"Esta cuenta, creada el 10/12/19, llega con un Alberto bajo el brazo.
Peronista y cuervo 💙❤.
Volvimos para siempre.",,0,0,3860,4223,794,"Felicitaciones a los científicos y científicas argentinas del CONICET, al Ministerio de Ciencia y Tecnología y, en… https://t.co/4hV9lklqqi",[],2020-05-07 23:59:58
336,MsButterflyyy,"☯️🧘🏽‍♀️🌱🌻 Human. Activist. Writer. Photographer. Some passions: animals, climate & racism👩‍💻💭📝❤️📚 “When love is the way, Earth will be a sanctuary.” BK",Wherever my wings take me,0,0,19846,25031,127967,A State-by-State Look at Coronavirus in Prisons https://t.co/CqFxURpRCP via @MarshallProj,[],2020-05-07 23:59:58
337,zajec56,"robię różne rzeczy, bo mogę 😎","Warszawa, Polska",0,0,596,336,7560,[PILNE] Polska przekaże prawie 700 ton makulatury na walkę z COVID-19.,[],2020-05-07 23:59:58
338,SableFilms,"We specialize in executive producing, producing and directing quality, commercially viable features and Oscars Advisory.","Toronto, Ontario, Canada",0,0,1708,1686,39995,https://t.co/7WemaVjJ47,[],2020-05-07 23:59:58
339,MichaelaEllguth,,,0,0,1136,743,35524,Corona-Studie: Patienten sterben häufig an Blutgerinnseln https://t.co/qTp4rKIDVV #Coronavirus #Obduktion,"['Coronavirus', 'Obduktion']",2020-05-07 23:59:58
340,JReinerMD,"Professor of Medicine and Surgery @GWSMHS @GW_MFA, Interventional Cardiologist, @CNN Medical Analyst, @ScribnerBooks author","Washington, DC",2,1,1310,27942,13890,Here’s tonight’s segment on @OutFrontCNN with @ErinBurnett. Another large observational study shows no benefit for… https://t.co/VEzUdXVWHd,[],2020-05-07 23:59:58
341,BlazeLuck,Arts|Politics|Pop culture|Lifestyle|global citizen|#BidenHarris #Humanrights #BLM she|elle .,"New York, USA",0,0,1733,1192,27511,"Someone close to the President tested positive for COVID-19, so Trump was tested.

This is why it’s vital to observ… https://t.co/SOqzR2mlxn",[],2020-05-07 23:59:58
342,elrmra,Programando soluciones,"Curicó, Chile",0,0,173,175,5361,🔴ÚLTIMO MINUTO | Se reporta llegada de cápsula Saiyayín que se habría estrellado en cercanías a comuna de Florida (… https://t.co/mnxLQ7M8F1,[],2020-05-07 23:59:58
343,JavierBPeinado,"Fotógrafo · Periodista | Mis armas: D850 + 35mm 1.4; una Lamy negra y una Moleskine. 
Y de terciopelo rojo, siempre.",Sevilla,0,0,427,687,17060,Hola a todos! Estoy recogiendo información para mi TFG en psicología. Os estaría muy agradecida si me pudierais res… https://t.co/IEJRjWDs9o,[],2020-05-07 23:59:58
344,kqkellyq,Dir. of Advocacy & Govt Relations @feedhopenow | Jill of all trades | Politico Latina in the 407 🇨🇴🇺🇸| 1st Generation | Tweets are my own | She/her/ella.,"Orlando, FL",0,0,1404,596,2982,🚨 NEW BLOG: Food banks are already feeling the squeeze of a demand for food that can only be described as one thing… https://t.co/o7qLwx8yjE,[],2020-05-07 23:59:58
