,username,description,location,likes,retweets,following,followers,totaltweets,text,hashtags,date,langs
359,1pip2win,It’s getting crowded in the rabbit hole.. #VoteThemOut 🍀Go IRISH ☘️ #JusticeForJamal,Pennsylvania,0,0,1085,860,51806,As someone who recently spent almost a week hooked up to a ventilator (and probably wouldn't be alive today without… https://t.co/FiwtAsSHDy,[],2020-03-29 23:59:59,en
360,npquarterly,"Journalism for the nonprofit sector & civil society. Reporting on #racialjustice, economic justice, leadership, management, #equity issues & much more","Boston, MA",1,2,3788,131611,108987,"Will the #coronavirus pandemic of 2020 come to be seen as a momentary interruption, or will it compel us to rethink… https://t.co/t8WIGvGRMy",['coronavirus'],2020-03-29 23:59:59,en
361,Laurenm57,"Attorney. Turners Syndrome 4’5” tall. #StopHeightDiscrimination. Born in Boston. Live cruelty free for animals. Loves theatre, new playwright. No DMs or lists.","Massachusetts, USA",0,0,4083,3038,206348,Trump blamed CDC screwing up the test for the virus on Obama.  The CDC could not have developed a test during the O… https://t.co/M6lHtJBfMj,[],2020-03-29 23:59:59,en
362,RT93609537,🌠Very Married ... Independent ... Honesty Required ... Seeker of Knowledge ... Retweets are NOT Endorsements ... No DMs,,0,0,1935,1310,83533,"@TrumpWarRoom @parscale did Pelosi blame anything on deBlasio
https://t.co/g75JozL55A",[],2020-03-29 23:59:59,en
367,kelleysr,"#MAGA, #Trump2020, #GOP, Patriot, ConservativeChristian, SupportsIsrael. Love/Grateful/Thankful for our Military & All Law Enforcement. NRA, Roll Tide, Troy U.",Tennessee/Alabama,0,0,2792,2023,25458,"ds PPLE R SATAN'S SLAVES b/c HEALING COVID-19 VICTIMS w/ ds simple drugs, CHLOROQUINE &amp; AZITHROMYCIN s fr JESUS CHR… https://t.co/ExJUQC4xtY",[],2020-03-29 23:59:59,en
368,xXSirBurnsXx,hi there. so.... you want some Potato Salad?,"Chicago, IL",1,0,54,6,514,@PiJoyceHB @GHS @CDCgov So what? Okay let's look at death numbers. .1 for Flu. 1%+ for Corona. So best case scenari… https://t.co/OQEOZJy25S,[],2020-03-29 23:59:59,en
369,PatSiegfried,"Patriot, Freedom Fighter for God, Country, and Family.",,0,0,431,446,16835,"Pelosi can't get away with rewriting history.

In January, Democrats were all-consumed with a bogus impeachment.

W… https://t.co/RFXbRqIGHO",[],2020-03-29 23:59:59,en
376,KindNotWeak2021,.... PS I don’t argue with turnips,,0,0,6607,6847,57526,As someone who recently spent almost a week hooked up to a ventilator (and probably wouldn't be alive today without… https://t.co/FiwtAsSHDy,[],2020-03-29 23:59:59,en
377,chesterbo,,"Ferndale, MI",0,0,618,385,13425,Hopefully with all this coronavirus downtime....the people who make madden really take time and reflect on how bad the game is😂,[],2020-03-29 23:59:59,en
379,OldSaukRiver,"American imagination artists living in the PNW. Voted Bernie '16-'20. Independent Lefties. #MedicareForALL now! Let's directly abolish poverty - and war, too.",RTs are not endorsements. Views expressed are our own. They/Them. A better world is possible.,0,0,4776,4085,237136,"Coronavirus update, Europe:

- Spain: 6,875 new cases
- Italy: 5,217 new cases
- Germany: 4,647 new cases
- France:… https://t.co/btOPS8zHMT",[],2020-03-29 23:59:59,en
381,Okiebear1964,"🏳️‍🌈Just a guy from Okla, 🏳️‍🌈GAY🏳️‍🌈, 56yo, single, Dad, Grampa, lovin life and livin my truth!!!🌊#RESIST🌊#BIDEN2020🌊 #BLM #LOVEISLOVE #EQUALITY4ALL",Oklahoma,0,0,1897,699,4052,We are a few minutes in to Trump’s press conference and he hasn’t said one word about the thousands of Americans th… https://t.co/5KBD7rzMqC,[],2020-03-29 23:59:59,en
382,spicish22,,,0,0,430,91,51695,"As the Coronavirus Hit, Jared Kushner’s Company Told Renters to Take Action to Pay “ASAP”  https://t.co/6fuVt58FTY",[],2020-03-29 23:59:59,en
384,mgunnar45,I Block all members of the Trump Terrorist GOP Organization.,,0,0,3475,2662,63652,Cops showed up at this funeral and it wasn't to pay their respects: Officers enforcing stay-at-home order break up… https://t.co/HqDToKzQ31,[],2020-03-29 23:59:59,en
386,ElementsMatter,Veritas Vos Liberabit,,0,0,85046,80465,61234,"‼️WHOA. &gt;3.38 billion people worldwide are under #lockdown to limit the spread of #coronavirus, per @AFP.

This rep… https://t.co/CziCwN0dgN","['lockdown', 'coronavirus']",2020-03-29 23:59:59,en
388,elf_sulay,"Life is Crazy, but I don't need help....maybe. ɪ ǫᴜᴀᴄᴋ ғᴏʀ ᴀ ʟɪᴠɪɴɢ. She/Her They/Them. Multi-shipper. Picrew pfp","Alberta, Canada",0,0,2830,317,74915,"apparently a corona virus symptom is having no taste, thoughts go out to all the kpop stans at this time 🙏",[],2020-03-29 23:59:59,en
389,JoinUrsula,"Foodie, Botany Aficionado, Organic Advocate.  Trying to be a minimalist. Join me!",New York,0,0,1810,1116,5206,Use of wireless for remote learning is counterproductive for goal of keeping children safe + healthy. We encourage… https://t.co/FkRb7Lmukt,[],2020-03-29 23:59:59,en
391,NoltG,,,0,0,1366,796,87623,"“We’re all in this together...I’ve never seen anything like it ... the level of caring, the level of love ... I am… https://t.co/VyMkcXyGQy",[],2020-03-29 23:59:59,en
392,stan_try,r this new offense. He’s focused. He’s having fun. I wouldn’t be surprised if he’s a dark horse for the Heisman.,"Charlotte, NC",0,0,2210,1276,33521,"Nearly a dozen Liberty University students are sick with symptoms that suggest coronavirus. 

https://t.co/Ndd9CvsAPQ",[],2020-03-29 23:59:59,en
394,AGlamourama,"shop owner, designer, landlord, writer, museum-goer, centrist Dem, patriot TX/FL/LA",dallas,0,0,1506,148,16933,"@realDonaldTrump Why would you even mention such a gossipy, petty thing?
Focus on CORONAVIRUS.
Focus on life-saving equipment.",[],2020-03-29 23:59:59,en
396,Scorpiothingzz,"she/her , Book lover 📚, Scorpio ♏️ insta-tiny_stefcka snap-cutedolly1120","Brooklyn, NY",0,0,392,39,5186,A sad scene at Brooklyn Hospital #Covid_19 #coronavirus https://t.co/dRUNE61yPs,"['Covid_19', 'coronavirus']",2020-03-29 23:59:59,en
